date,month,day_of_week,shift,covers,avg_ticket_eur,sales_eur,food_cost_pct,food_cost_eur,staff_cost_eur,staff_pct,other_costs_eur,prime_cost_pct,net_profit_eur,revpash_eur,table_turnover,waste_pct,temperature_c,booking_channel,google_rating,staff_count,net_profit_rf_eur
2023-03-31,3,Friday,Lunch,46,15.05,692.3,24.6,170.31,206.31,29.8,263.5,54.4,52.18,3.96,1.84,10.9,17.5,Phone,4.4,9,101.35
2023-03-31,3,Friday,Dinner,43,31.26,1344.18,29.6,397.88,451.64,33.6,92.87,63.2,401.79,5.97,1.72,6.2,22.4,Website,4.0,8,350.92
2023-04-01,4,Saturday,Dinner,53,33.26,1762.78,23.2,408.96,581.72,33.0,161.62,56.2,610.48,7.83,2.12,7.9,27.8,Phone,3.9,5,569.8
2023-04-02,4,Sunday,Lunch,57,11.68,665.76,28.5,189.74,198.4,29.8,248.51,58.3,29.11,3.8,2.28,7.6,25.1,Phone,4.2,6,78.99
2023-04-02,4,Sunday,Dinner,68,31.05,2111.4,29.8,629.2,578.52,27.4,126.93,57.2,776.75,9.38,2.72,7.9,25.2,Walk-in,4.9,6,746.55
2023-04-03,4,Monday,Dinner,29,25.92,751.68,28.2,211.97,264.59,35.2,226.25,63.4,48.87,3.34,1.16,9.4,24.3,Walk-in,4.0,6,65.55
2023-04-04,4,Tuesday,Lunch,46,20.9,961.4,31.2,299.96,310.53,32.3,241.03,63.5,109.88,5.49,1.84,4.9,25.9,Google Maps,3.9,3,192.85
2023-04-05,4,Wednesday,Dinner,46,29.33,1349.18,30.1,406.1,311.66,23.1,188.72,53.2,442.7,6.0,1.84,11.9,19.1,Google Maps,4.6,5,452.5
2023-04-05,4,Wednesday,Dinner,66,29.53,1948.98,29.7,578.85,606.13,31.1,126.03,60.8,637.97,8.66,2.64,9.5,24.0,Website,4.1,4,597.78
2023-04-05,4,Wednesday,Lunch,21,16.61,348.81,22.0,76.74,84.41,24.2,184.53,46.2,3.13,1.99,0.84,10.5,22.9,Google Maps,4.4,4,-14.27
2023-04-05,4,Wednesday,Dinner,33,22.44,740.52,25.8,191.05,186.61,25.2,255.64,51.0,107.22,3.29,1.32,5.7,24.3,Walk-in,4.7,5,152.32
2023-04-06,4,Thursday,Lunch,54,11.76,635.04,33.6,213.37,169.56,26.7,259.26,60.3,-7.15,3.63,2.16,4.7,26.2,Walk-in,3.3,5,74.95
2023-04-06,4,Thursday,Dinner,36,26.51,954.36,34.2,326.39,288.22,30.2,199.35,64.4,140.4,4.24,1.44,11.5,24.0,Website,4.1,7,147.15
2023-04-06,4,Thursday,Dinner,48,27.74,1331.52,23.6,314.24,424.75,31.9,146.02,55.5,446.51,5.92,1.92,4.5,23.3,Walk-in,4.0,5,394.79
2023-04-07,4,Friday,Dinner,55,23.6,1298.0,27.7,359.55,363.44,28.0,268.23,55.7,306.78,5.77,2.2,8.4,21.2,Walk-in,3.7,5,322.24
2023-04-08,4,Saturday,Lunch,80,10.17,813.6,35.3,287.2,229.44,28.2,226.94,63.5,70.02,4.65,3.2,11.1,23.8,WhatsApp,3.3,6,96.74
2023-04-09,4,Sunday,Dinner,38,37.4,1421.2,28.1,399.36,390.83,27.5,148.98,55.6,482.03,6.32,1.52,7.6,25.3,Phone,3.5,5,470.15
2023-04-09,4,Sunday,Dinner,68,18.28,1243.04,30.6,380.37,437.55,35.2,205.41,65.8,219.71,5.52,2.72,11.5,22.3,Walk-in,4.1,6,244.2
2023-04-09,4,Sunday,Lunch,75,15.98,1198.5,36.8,441.05,239.7,20.0,203.35,56.8,314.4,6.85,3.0,7.2,20.0,WhatsApp,3.9,5,308.56
2023-04-09,4,Sunday,Dinner,39,26.67,1040.13,29.6,307.88,296.44,28.5,161.34,58.1,274.47,4.62,1.56,4.2,28.5,Website,3.8,5,249.58
2023-04-09,4,Sunday,Lunch,63,19.94,1256.22,29.0,364.3,473.59,37.7,205.66,66.7,212.67,7.18,2.52,9.1,24.7,Walk-in,4.1,3,232.03
2023-04-09,4,Sunday,Dinner,40,24.85,994.0,30.4,302.18,324.04,32.6,239.78,63.0,128.0,4.42,1.6,8.6,23.6,WhatsApp,3.8,5,135.57
2023-04-09,4,Sunday,Lunch,53,17.73,939.69,38.4,360.84,341.11,36.3,176.67,74.7,61.07,5.37,2.12,16.1,26.8,Phone,4.6,7,73.57
2023-04-09,4,Sunday,Lunch,49,17.04,834.96,32.8,273.87,166.99,20.0,244.37,52.8,149.73,4.77,1.96,5.2,24.3,Phone,3.9,5,169.22
2023-04-10,4,Monday,Lunch,10,19.24,192.4,31.1,59.84,45.79,23.8,111.01,54.9,-24.24,1.1,0.4,7.2,26.7,WhatsApp,4.7,4,-47.55
2023-04-10,4,Monday,Dinner,30,19.4,582.0,28.9,168.2,189.73,32.6,289.82,61.5,-65.75,2.59,1.2,5.8,26.5,Website,4.1,7,15.43
2023-04-13,4,Thursday,Lunch,41,15.51,635.91,33.2,211.12,240.37,37.8,192.58,71.0,-8.16,3.63,1.64,7.6,21.5,Walk-in,3.8,6,-10.45
2023-04-13,4,Thursday,Dinner,54,19.92,1075.68,33.6,361.43,261.39,24.3,238.29,57.9,214.57,4.78,2.16,7.5,24.9,Walk-in,3.8,6,255.52
2023-04-13,4,Thursday,Lunch,46,19.42,893.32,26.7,238.52,251.02,28.1,199.84,54.8,203.94,5.1,1.84,5.4,27.5,Walk-in,4.7,6,204.58
2023-04-14,4,Friday,Lunch,83,14.3,1186.9,33.7,399.99,379.81,32.0,152.94,65.7,254.16,6.78,3.32,9.4,22.0,Phone,4.4,3,233.22
2023-04-14,4,Friday,Lunch,54,10.71,578.34,30.4,175.82,131.28,22.7,188.36,53.1,82.88,3.3,2.16,7.4,22.0,Walk-in,3.8,6,89.34
2023-04-14,4,Friday,Dinner,51,29.15,1486.65,31.1,462.35,484.65,32.6,104.07,63.7,435.58,6.61,2.04,12.0,22.4,Phone,4.1,7,414.28
2023-04-15,4,Saturday,Lunch,50,17.6,880.0,27.5,242.0,176.0,20.0,220.98,47.5,241.02,5.03,2.0,6.1,25.8,Walk-in,3.2,4,208.63
2023-04-16,4,Sunday,Dinner,46,16.18,744.28,29.4,218.82,241.89,32.5,198.72,61.9,84.85,3.31,1.84,13.6,24.6,Phone,3.6,2,109.39
2023-04-16,4,Sunday,Dinner,23,25.36,583.28,26.9,156.9,145.82,25.0,181.38,51.9,99.18,2.59,0.92,8.8,20.1,Walk-in,3.8,6,73.29
2023-04-16,4,Sunday,Dinner,49,32.77,1605.73,26.7,428.73,446.39,27.8,223.87,54.5,506.74,7.14,1.96,11.8,24.7,WhatsApp,3.8,5,519.18
2023-04-16,4,Sunday,Lunch,25,17.3,432.5,32.5,140.56,144.02,33.3,191.69,65.8,-43.77,2.47,1.0,8.3,23.5,Walk-in,4.6,3,-40.39
2023-04-17,4,Monday,Lunch,30,14.68,440.4,29.6,130.36,141.81,32.2,217.31,61.8,-49.08,2.52,1.2,5.7,23.8,Walk-in,3.3,6,-3.06
2023-04-17,4,Monday,Dinner,18,23.82,428.76,25.8,110.62,128.63,30.0,233.3,55.8,-43.79,1.91,0.72,7.2,22.3,WhatsApp,3.5,6,-40.52
2023-04-19,4,Wednesday,Lunch,31,16.36,507.16,39.7,201.34,176.49,34.8,165.28,74.5,-35.95,2.9,1.24,3.8,24.7,Google Maps,4.3,3,-18.26
2023-04-19,4,Wednesday,Dinner,33,22.74,750.42,26.5,198.86,161.34,21.5,152.41,48.0,237.81,3.34,1.32,7.7,26.1,Walk-in,4.2,8,179.14
2023-04-21,4,Friday,Lunch,50,20.39,1019.5,35.4,360.9,316.04,31.0,112.48,66.4,230.08,5.83,2.0,8.5,22.7,Walk-in,4.0,6,194.52
2023-04-21,4,Friday,Dinner,52,26.68,1387.36,25.1,348.23,360.71,26.0,195.52,51.1,482.9,6.17,2.08,8.1,20.6,Google Maps,4.9,2,463.06
2023-04-21,4,Friday,Dinner,67,24.22,1622.74,32.8,532.26,561.47,34.6,210.34,67.4,318.67,7.21,2.68,12.0,23.4,Phone,4.3,6,333.32
2023-04-22,4,Saturday,Dinner,45,20.49,922.05,30.0,276.62,307.96,33.4,130.44,63.4,207.03,4.1,1.8,7.6,25.5,Google Maps,4.6,6,196.12
2023-04-23,4,Sunday,Lunch,59,15.64,922.76,28.5,262.99,310.05,33.6,253.92,62.1,95.8,5.27,2.36,2.3,23.2,Phone,4.1,7,135.38
2023-04-23,4,Sunday,Dinner,88,29.31,2579.28,31.8,820.21,985.28,38.2,152.99,70.0,620.8,11.46,3.52,18.6,21.0,Walk-in,3.9,4,665.59
2023-04-23,4,Sunday,Lunch,57,21.37,1218.09,31.2,380.04,433.64,35.6,95.34,66.8,309.07,6.96,2.28,5.9,25.5,Phone,3.9,6,247.66
2023-04-23,4,Sunday,Lunch,50,20.61,1030.5,27.8,286.48,300.91,29.2,257.27,57.0,185.84,5.89,2.0,10.9,26.8,Google Maps,4.5,5,231.57
2023-04-25,4,Tuesday,Dinner,32,29.05,929.6,27.6,256.57,278.88,30.0,101.21,57.6,292.94,4.13,1.28,3.5,24.0,WhatsApp,4.4,4,245.61
2023-04-26,4,Wednesday,Dinner,38,26.07,990.66,24.7,244.69,326.92,33.0,233.39,57.7,185.66,4.4,1.52,8.7,20.8,Walk-in,4.0,4,194.07
2023-04-27,4,Thursday,Dinner,31,28.68,889.08,32.2,286.28,272.95,30.7,222.45,62.9,107.4,3.95,1.24,5.6,23.4,Phone,4.3,2,154.29
2023-04-27,4,Thursday,Dinner,42,36.79,1545.18,26.0,401.75,517.64,33.5,204.38,59.5,421.41,6.87,1.68,1.0,24.3,Walk-in,4.5,6,414.92
2023-04-27,4,Thursday,Lunch,41,27.05,1109.05,31.0,343.81,221.81,20.0,166.48,51.0,376.95,6.34,1.64,7.2,22.4,Phone,3.9,5,347.94
2023-04-28,4,Friday,Lunch,24,16.84,404.16,33.4,134.99,159.24,39.4,212.63,72.8,-102.7,2.31,0.96,7.8,25.2,WhatsApp,4.0,2,-63.03
2023-04-28,4,Friday,Dinner,52,21.26,1105.52,31.8,351.56,334.97,30.3,237.18,62.1,181.81,4.91,2.08,7.3,22.2,Phone,4.3,5,215.78
2023-04-28,4,Friday,Lunch,67,10.92,731.64,28.1,205.59,160.23,21.9,145.64,50.0,220.18,4.18,2.68,8.7,24.1,Website,3.4,7,157.46
2023-04-28,4,Friday,Lunch,47,17.6,827.2,34.6,286.21,210.11,25.4,233.94,60.0,96.94,4.73,1.88,7.2,23.5,Google Maps,4.3,3,136.71
2023-04-28,4,Friday,Lunch,44,24.73,1088.12,29.4,319.91,217.62,20.0,231.89,49.4,318.7,6.22,1.76,8.2,25.2,Website,3.6,4,341.87
2023-04-29,4,Saturday,Lunch,34,22.15,753.1,25.7,193.55,184.51,24.5,203.19,50.2,171.85,4.3,1.36,8.5,24.0,Google Maps,4.5,6,173.57
2023-04-30,4,Sunday,Lunch,28,14.56,407.68,29.9,121.9,119.45,29.3,165.79,59.2,0.54,2.33,1.12,7.9,23.6,Walk-in,5.0,2,-4.41
2023-04-30,4,Sunday,Lunch,63,15.41,970.83,33.3,323.29,365.03,37.6,232.1,70.9,50.41,5.55,2.52,7.5,22.4,Walk-in,3.8,4,96.64
2023-05-01,5,Monday,Lunch,25,12.48,312.0,28.3,88.3,100.15,32.1,212.87,60.4,-89.32,1.78,1.0,5.3,28.6,Phone,3.6,6,-74.36
2023-05-02,5,Tuesday,Lunch,47,13.6,639.2,34.5,220.52,199.43,31.2,144.28,65.7,74.97,3.65,1.88,9.8,28.0,Walk-in,4.0,4,53.49
2023-05-02,5,Tuesday,Dinner,55,22.46,1235.3,27.9,344.65,300.18,24.3,173.47,52.2,417.0,5.49,2.2,7.2,26.8,Phone,4.0,3,378.76
2023-05-03,5,Wednesday,Lunch,49,16.66,816.34,28.5,232.66,211.43,25.9,226.86,54.4,145.39,4.66,1.96,6.9,28.8,Phone,4.4,3,152.97
2023-05-04,5,Thursday,Lunch,34,23.04,783.36,26.8,209.94,206.02,26.3,195.16,53.1,172.24,4.48,1.36,9.5,29.2,Website,4.2,3,171.4
2023-05-05,5,Friday,Dinner,54,25.92,1399.68,33.7,471.69,370.92,26.5,238.87,60.2,318.2,6.22,2.16,8.6,27.8,Phone,4.0,4,339.95
2023-05-06,5,Saturday,Lunch,44,22.46,988.24,30.8,304.38,278.68,28.2,174.63,59.0,230.55,5.65,1.76,5.9,30.4,Google Maps,4.1,7,223.24
2023-05-06,5,Saturday,Dinner,43,16.07,691.01,27.1,187.26,197.63,28.6,145.0,55.7,161.12,3.07,1.72,11.8,29.0,Website,3.7,9,115.21
2023-05-06,5,Saturday,Dinner,57,32.72,1865.04,29.4,548.32,527.81,28.3,288.71,57.7,500.2,8.29,2.28,4.4,25.9,WhatsApp,4.4,5,566.06
2023-05-07,5,Sunday,Lunch,41,13.96,572.36,22.0,125.92,152.25,26.6,114.36,48.6,179.83,3.27,1.64,4.9,31.2,Walk-in,4.7,6,98.84
2023-05-07,5,Sunday,Lunch,23,14.12,324.76,34.1,110.74,99.7,30.7,167.51,64.8,-53.19,1.86,0.92,10.0,30.0,Phone,3.6,4,-66.32
2023-05-08,5,Monday,Dinner,21,19.19,402.99,30.3,122.11,114.45,28.4,202.59,58.7,-36.16,1.79,0.84,13.3,30.5,Walk-in,3.5,2,-18.87
2023-05-09,5,Tuesday,Dinner,36,33.9,1220.4,22.0,268.49,268.49,22.0,234.37,44.0,449.05,5.42,1.44,6.3,29.3,Phone,3.9,8,458.69
2023-05-10,5,Wednesday,Lunch,55,9.0,495.0,25.2,124.74,149.49,30.2,219.09,55.4,1.68,2.83,2.2,9.2,23.8,Phone,3.6,4,38.83
2023-05-10,5,Wednesday,Dinner,35,25.56,894.6,29.3,262.12,263.01,29.4,294.01,58.7,75.46,3.98,1.4,4.4,30.7,WhatsApp,3.6,6,136.15
2023-05-11,5,Thursday,Lunch,45,17.29,778.05,25.7,199.96,171.95,22.1,184.71,47.8,221.43,4.45,1.8,5.2,28.6,Phone,3.5,5,184.2
2023-05-11,5,Thursday,Dinner,38,18.07,686.66,34.2,234.84,185.4,27.0,150.72,61.2,115.7,3.05,1.52,11.4,29.2,Phone,4.0,6,61.35
2023-05-11,5,Thursday,Lunch,52,21.23,1103.96,32.7,360.99,364.31,33.0,180.11,65.7,198.55,6.31,2.08,9.1,29.6,Website,3.9,6,206.71
2023-05-12,5,Friday,Dinner,68,33.43,2273.24,32.4,736.53,552.4,24.3,175.6,56.7,808.71,10.1,2.72,11.5,32.4,Walk-in,4.2,5,771.42
2023-05-12,5,Friday,Dinner,68,26.17,1779.56,22.0,391.5,423.54,23.8,186.93,45.8,777.59,7.91,2.72,11.3,27.4,Phone,3.9,6,701.43
2023-05-13,5,Saturday,Dinner,29,23.6,684.4,28.9,197.79,194.37,28.4,145.79,57.3,146.45,3.04,1.16,1.7,27.5,Google Maps,3.6,7,106.48
2023-05-13,5,Saturday,Lunch,55,13.97,768.35,28.2,216.67,254.32,33.1,225.28,61.3,72.08,4.39,2.2,4.4,26.8,Walk-in,4.1,4,97.63
2023-05-13,5,Saturday,Lunch,62,16.05,995.1,27.2,270.67,389.08,39.1,206.69,66.3,128.66,5.69,2.48,8.8,26.4,Google Maps,3.7,7,145.86
2023-05-14,5,Sunday,Lunch,57,9.0,513.0,29.3,150.31,170.83,33.3,133.13,62.6,58.73,2.93,2.28,2.9,26.4,Walk-in,4.3,4,39.87
2023-05-14,5,Sunday,Lunch,61,13.39,816.79,26.5,216.45,289.14,35.4,233.56,61.9,77.64,4.67,2.44,4.8,24.8,WhatsApp,3.4,5,115.01
2023-05-15,5,Monday,Lunch,27,15.48,417.96,31.9,133.33,132.49,31.7,153.48,63.6,-1.34,2.39,1.08,12.3,29.4,Walk-in,3.2,6,-12.34
2023-05-15,5,Monday,Dinner,22,32.09,705.98,34.1,240.74,187.79,26.6,136.77,60.7,140.68,3.14,0.88,6.4,32.5,Walk-in,3.5,3,106.62
2023-05-17,5,Wednesday,Lunch,23,14.0,322.0,33.7,108.51,107.23,33.3,193.93,67.0,-87.67,1.84,0.92,10.1,32.6,Phone,3.9,7,-66.72
2023-05-17,5,Wednesday,Lunch,33,12.01,396.33,30.4,120.48,117.31,29.6,110.9,60.0,47.64,2.26,1.32,7.9,26.8,Walk-in,4.0,6,-3.15
2023-05-17,5,Wednesday,Dinner,66,28.77,1898.82,39.0,740.54,605.72,31.9,216.53,70.9,336.03,8.44,2.64,6.0,28.0,Walk-in,4.2,10,396.94
2023-05-18,5,Thursday,Dinner,35,25.72,900.2,35.6,320.47,227.75,25.3,80.0,60.9,271.98,4.0,1.4,3.0,31.0,Phone,3.9,8,187.59
2023-05-19,5,Friday,Dinner,26,33.85,880.1,30.6,269.31,284.27,32.3,143.68,62.9,182.84,3.91,1.04,8.7,29.4,Phone,3.8,5,171.8
2023-05-19,5,Friday,Dinner,62,34.15,2117.3,29.1,616.13,622.49,29.4,260.88,58.5,617.8,9.41,2.48,12.4,28.8,Phone,4.7,8,654.86
2023-05-20,5,Saturday,Lunch,64,20.76,1328.64,36.4,483.62,414.54,31.2,159.1,67.6,271.38,7.59,2.56,6.0,28.0,Phone,4.6,6,256.89
2023-05-21,5,Sunday,Lunch,69,13.4,924.6,35.0,323.61,273.68,29.6,166.98,64.6,160.33,5.28,2.76,8.2,30.9,Phone,4.5,5,150.53
2023-05-21,5,Sunday,Dinner,59,36.95,2180.05,25.4,553.73,623.49,28.6,247.31,54.0,755.52,9.69,2.36,3.4,26.4,Google Maps,4.2,3,743.14
2023-05-23,5,Tuesday,Dinner,48,28.75,1380.0,35.3,487.14,447.12,32.4,154.32,67.7,291.42,6.13,1.92,6.0,29.5,Walk-in,4.3,3,303.75
2023-05-23,5,Tuesday,Lunch,58,16.61,963.38,30.4,292.87,269.75,28.0,224.35,58.4,176.41,5.51,2.32,9.0,29.2,Walk-in,3.8,5,166.31
2023-05-23,5,Tuesday,Dinner,32,24.49,783.68,27.6,216.3,173.19,22.1,242.84,49.7,151.35,3.48,1.28,10.2,28.6,Google Maps,4.2,4,137.86
2023-05-24,5,Wednesday,Lunch,30,12.97,389.1,23.1,89.88,80.15,20.6,211.53,43.7,7.54,2.22,1.2,9.7,30.1,WhatsApp,3.7,5,6.54
2023-05-24,5,Wednesday,Lunch,29,14.65,424.85,29.9,127.03,131.28,30.9,124.98,60.8,41.56,2.43,1.16,1.9,28.6,Walk-in,3.7,7,-2.25
2023-05-24,5,Wednesday,Lunch,37,11.72,433.64,31.0,134.43,120.55,27.8,162.82,58.8,15.84,2.48,1.48,6.6,27.4,Phone,3.5,6,13.84
2023-05-24,5,Wednesday,Dinner,54,33.27,1796.58,37.3,670.12,384.47,21.4,312.11,58.7,429.88,7.98,2.16,5.1,28.7,Phone,4.3,4,483.27
2023-05-25,5,Thursday,Dinner,45,25.84,1162.8,34.8,404.65,354.65,30.5,167.93,65.3,235.57,5.17,1.8,7.1,25.3,Phone,4.2,6,234.08
2023-05-25,5,Thursday,Lunch,44,17.18,755.92,28.7,216.95,223.0,29.5,324.38,58.2,-8.41,4.32,1.76,7.7,29.7,Google Maps,4.0,4,102.35
2023-05-25,5,Thursday,Dinner,21,30.66,643.86,32.6,209.9,177.06,27.5,266.9,60.1,-10.0,2.86,0.84,11.2,30.2,Walk-in,3.9,3,10.64
2023-05-25,5,Thursday,Lunch,33,12.56,414.48,34.3,142.17,129.32,31.2,213.36,65.5,-70.37,2.37,1.32,8.9,27.2,Google Maps,3.4,6,-10.58
2023-05-26,5,Friday,Lunch,28,20.04,561.12,31.3,175.63,205.37,36.6,203.38,67.9,-23.26,3.21,1.12,12.3,26.7,Walk-in,4.2,4,-9.44
2023-05-26,5,Friday,Dinner,68,24.63,1674.84,28.7,480.68,609.64,36.4,169.08,65.1,415.44,7.44,2.72,5.9,27.3,Phone,4.0,4,436.6
2023-05-27,5,Saturday,Dinner,73,38.75,2828.75,28.9,817.51,868.43,30.7,186.0,59.6,956.81,12.57,2.92,3.7,28.4,WhatsApp,4.5,6,930.35
2023-05-28,5,Sunday,Dinner,63,13.68,861.84,32.5,280.1,255.1,29.6,159.01,62.1,167.63,3.83,2.52,12.4,28.9,Phone,4.2,6,134.74
2023-05-28,5,Sunday,Dinner,39,30.36,1184.04,32.7,387.18,364.68,30.8,187.14,63.5,245.04,5.26,1.56,9.3,31.7,Walk-in,4.4,4,263.44
2023-05-29,5,Monday,Dinner,37,18.18,672.66,29.8,200.45,211.89,31.5,128.7,61.3,131.62,2.99,1.48,5.8,31.5,Website,4.1,3,64.66
2023-05-30,5,Tuesday,Dinner,37,25.87,957.19,22.0,210.58,274.71,28.7,126.29,50.7,345.61,4.25,1.48,9.3,30.2,WhatsApp,4.2,4,286.9
2023-05-31,5,Wednesday,Lunch,27,19.73,532.71,25.8,137.44,164.61,30.9,248.55,56.7,-17.89,3.04,1.08,10.5,28.7,Google Maps,4.5,8,10.22
2023-05-31,5,Wednesday,Lunch,30,16.44,493.2,33.5,165.22,109.0,22.1,117.45,55.6,101.53,2.82,1.2,8.4,26.6,Phone,4.0,6,30.55
2023-06-01,6,Thursday,Lunch,49,30.55,1496.95,22.5,336.81,455.07,30.4,229.88,52.9,475.19,8.55,1.96,5.8,35.2,Walk-in,4.3,10,503.27
2023-06-02,6,Friday,Lunch,74,21.32,1577.68,35.7,563.23,511.17,32.4,104.75,68.1,398.53,9.02,2.96,6.7,31.3,Website,3.9,8,388.45
2023-06-03,6,Saturday,Dinner,70,29.55,2068.5,35.1,726.04,570.91,27.6,218.33,62.7,553.22,9.19,2.8,8.9,32.4,Phone,4.0,6,625.84
2023-06-03,6,Saturday,Lunch,47,20.63,969.61,31.2,302.52,286.03,29.5,180.66,60.7,200.4,5.54,1.88,8.6,33.0,WhatsApp,4.7,9,198.87
2023-06-04,6,Sunday,Lunch,95,17.53,1665.35,33.4,556.23,406.35,24.4,249.46,57.8,453.31,9.52,3.8,11.6,31.9,Walk-in,4.4,10,444.8
2023-06-05,6,Monday,Lunch,36,28.36,1020.96,33.1,337.94,241.97,23.7,175.06,56.8,265.99,5.83,1.44,7.2,34.1,Walk-in,3.9,6,291.57
2023-06-06,6,Tuesday,Dinner,46,35.45,1630.7,30.5,497.36,507.15,31.1,99.57,61.6,526.62,7.25,1.84,5.1,32.7,Website,4.3,6,444.27
2023-06-06,6,Tuesday,Lunch,71,21.66,1537.86,25.5,392.15,406.0,26.4,181.54,51.9,558.17,8.79,2.84,15.7,33.8,Phone,3.6,4,543.18
2023-06-06,6,Tuesday,Dinner,39,45.41,1770.99,34.9,618.08,373.68,21.1,197.18,56.0,582.05,7.87,1.56,8.5,32.7,Walk-in,4.0,5,542.61
2023-06-06,6,Tuesday,Lunch,33,19.63,647.79,36.6,237.09,158.06,24.4,184.06,61.0,68.58,3.7,1.32,10.5,31.7,Walk-in,3.7,8,72.05
2023-06-07,6,Wednesday,Lunch,73,19.99,1459.27,26.2,382.33,367.74,25.2,215.88,51.4,493.32,8.34,2.92,9.6,31.9,Phone,4.3,6,478.25
2023-06-08,6,Thursday,Dinner,82,32.79,2688.78,25.4,682.95,911.5,33.9,164.6,59.3,929.73,11.95,3.28,8.6,31.7,Walk-in,4.0,9,920.03
2023-06-09,6,Friday,Dinner,65,30.6,1989.0,30.5,606.64,614.6,30.9,133.15,61.4,634.61,8.84,2.6,7.3,29.2,Phone,4.2,10,591.4
2023-06-09,6,Friday,Lunch,73,20.52,1497.96,28.5,426.92,383.48,25.6,145.02,54.1,542.54,8.56,2.92,1.0,29.8,Phone,4.4,7,518.8
2023-06-09,6,Friday,Dinner,52,46.63,2424.76,31.6,766.22,657.11,27.1,166.79,58.7,834.64,10.78,2.08,4.8,33.3,Google Maps,3.9,7,814.91
2023-06-10,6,Saturday,Dinner,74,35.51,2627.74,35.8,940.73,961.75,36.6,166.4,72.4,558.86,11.68,2.96,9.0,29.3,Phone,3.9,8,609.48
2023-06-10,6,Saturday,Lunch,65,23.42,1522.3,22.0,334.91,528.24,34.7,298.28,56.7,360.87,8.7,2.6,1.0,31.0,Website,4.1,6,353.06
2023-06-10,6,Saturday,Dinner,72,48.27,3475.44,37.3,1296.34,848.01,24.4,246.48,61.7,1084.61,15.45,2.88,8.2,29.7,Walk-in,3.8,6,1112.29
2023-06-10,6,Saturday,Dinner,81,34.47,2792.07,29.4,820.87,999.56,35.8,220.9,65.2,750.74,12.41,3.24,10.0,30.9,Phone,4.1,6,758.83
2023-06-11,6,Sunday,Dinner,53,31.92,1691.76,33.0,558.28,500.76,29.6,210.07,62.6,422.65,7.52,2.12,10.5,31.5,Walk-in,4.1,5,453.4
2023-06-12,6,Monday,Dinner,34,36.23,1231.82,33.5,412.66,418.82,34.0,203.49,67.5,196.85,5.47,1.36,9.8,31.0,Google Maps,4.2,9,231.98
2023-06-12,6,Monday,Dinner,20,29.87,597.4,33.9,202.52,174.44,29.2,203.73,63.1,16.71,2.66,0.8,10.9,28.9,Website,4.3,6,14.78
2023-06-14,6,Wednesday,Dinner,51,40.21,2050.71,31.2,639.82,736.2,35.9,197.35,67.1,477.34,9.11,2.04,12.8,31.4,WhatsApp,3.5,9,518.94
2023-06-14,6,Wednesday,Dinner,54,35.18,1899.72,32.2,611.71,459.73,24.2,191.81,56.4,636.47,8.44,2.16,11.3,29.9,Phone,3.6,8,603.53
2023-06-15,6,Thursday,Dinner,59,34.25,2020.75,32.2,650.68,579.96,28.7,95.87,60.9,694.24,8.98,2.36,8.6,30.5,Phone,3.6,7,604.83
2023-06-16,6,Friday,Dinner,78,33.64,2623.92,28.5,747.82,947.24,36.1,173.39,64.6,755.47,11.66,3.12,7.6,33.3,WhatsApp,4.1,9,771.16
2023-06-16,6,Friday,Dinner,90,37.06,3335.4,24.0,800.5,667.08,20.0,179.19,44.0,1688.63,14.82,3.6,8.3,33.7,Website,4.0,5,1527.6
2023-06-17,6,Saturday,Dinner,45,38.38,1727.1,26.1,450.77,514.68,29.8,156.3,55.9,605.35,7.68,1.8,7.2,29.2,Website,3.2,5,556.25
2023-06-17,6,Saturday,Lunch,46,18.67,858.82,30.6,262.8,240.47,28.0,164.98,58.6,190.57,4.91,1.84,11.4,34.9,Phone,4.9,8,174.84
2023-06-17,6,Saturday,Dinner,83,35.29,2929.07,27.9,817.21,978.31,33.4,203.53,61.3,930.02,13.02,3.32,9.7,30.8,Website,3.3,2,948.38
2023-06-19,6,Monday,Dinner,18,37.23,670.14,27.9,186.97,236.56,35.3,224.54,63.2,22.07,2.98,0.72,6.9,30.6,Walk-in,4.1,7,36.63
2023-06-20,6,Tuesday,Lunch,58,29.05,1684.9,38.2,643.63,567.81,33.7,203.47,71.9,269.99,9.63,2.32,12.0,30.0,Walk-in,4.3,8,312.9
2023-06-21,6,Wednesday,Dinner,39,38.02,1482.78,34.4,510.08,462.63,31.2,223.41,65.6,286.66,6.59,1.56,7.1,31.9,Walk-in,3.8,10,317.4
2023-06-21,6,Wednesday,Lunch,78,21.19,1652.82,30.0,495.85,499.15,30.2,224.2,60.2,433.62,9.44,3.12,5.2,35.8,Walk-in,4.4,10,438.53
2023-06-22,6,Thursday,Lunch,59,13.79,813.61,33.7,274.19,230.25,28.3,176.51,62.0,132.66,4.65,2.36,8.0,28.7,Google Maps,3.7,7,123.48
2023-06-22,6,Thursday,Dinner,52,38.48,2000.96,29.3,586.28,620.3,31.0,213.64,60.3,580.74,8.89,2.08,5.5,27.7,WhatsApp,4.2,9,601.08
2023-06-22,6,Thursday,Lunch,73,29.94,2185.62,31.4,686.28,815.24,37.3,111.41,68.7,572.69,12.49,2.92,10.8,32.3,Google Maps,3.2,5,621.22
